"Date","Period","Status","Treatment","X.","Tsect","Side","Dist","Elephant","Zebra","Giraffe","Hare","Cow","Buffalo","Impala","Rhino","Gazelle","Eland","Warthog","Eegg","Emult","Begg","Bmult","Cegg","Cmult","Zegg","Zmult","Iegg","Imult","Gegg","Gmult","Gagg","Gamult","Elegg","Elmult","all"
"1/10/2017",3,"During","CONT","Tangi","B",0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1/10/2017",3,"During","CONT","Tangi","B",0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1/10/2017",3,"During","CONT","Tangi","B",0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1/10/2017",3,"During","CONT","Tangi","B",0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1/10/2017",3,"During","CONT","Tangi","B",0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1/10/2017",3,"During","CONT","Tangi","B",0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1/10/2017",3,"During","CONT","Tangi","B",0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1/10/2017",3,"During","CONT","Tangi","B",0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1/10/2017",3,"During","CONT","Tangi","B",0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1/10/2017",3,"During","CONT","Tangi","B",0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1/10/2017",3,"During","CONT","Tangi","B",0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1/10/2017",3,"During","CONT","Tangi","B",0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1/10/2017",3,"During","CONT","Tangi","B",0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1/10/2017",3,"During","CONT","Tangi","B",0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1/10/2017",3,"During","CONT","Tangi","B",0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1/10/2017",3,"During","CONT","Tangi","C
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1/10/2017",3,"During","CONT","Tangi","C
",0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1/10/2017",3,"During","CONT","Tangi","C
",0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1/10/2017",3,"During","CONT","Tangi","C
",0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1/10/2017",3,"During","CONT","Tangi","C
",0,40,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1/10/2017",3,"During","CONT","Tangi","C
",0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1/10/2017",3,"During","CONT","Tangi","C
",0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1/10/2017",3,"During","CONT","Tangi","C
",0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1/10/2017",3,"During","CONT","Tangi","C
",0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1/10/2017",3,"During","CONT","Tangi","C
",0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1/10/2017",3,"During","CONT","Tangi","C
",0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1/10/2017",3,"During","CONT","Tangi","C
",0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1/10/2017",3,"During","CONT","Tangi","C
",0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1/10/2017",3,"During","CONT","Tangi","C
",0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1/10/2017",3,"During","CONT","Tangi","C
",0,140,2560,0,0,0,0,0,0,0,0,0,0,536.364269153717,1373092.52903352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1373092.52903352
"1/10/2017",3,"During","CONT","Tangi","C
",0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1/10/2017",3,"During","CONT","Tangi","D",0,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,336.913748514497,36386.6848395657,0,0,0,0,0,0,0,0,36386.6848395657
"1/10/2017",3,"During","CONT","Tangi","D",0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1/10/2017",3,"During","CONT","Tangi","D",0,20,0,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,336.913748514497,97031.1595721753,0,0,0,0,0,0,0,0,97031.1595721753
"1/10/2017",3,"During","CONT","Tangi","D",0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1/10/2017",3,"During","CONT","Tangi","D",0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1/10/2017",3,"During","CONT","Tangi","D",0,50,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1/10/2017",3,"During","CONT","Tangi","D",0,60,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1/10/2017",3,"During","CONT","Tangi","D",0,70,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1/10/2017",3,"During","CONT","Tangi","D",0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1/10/2017",3,"During","CONT","Tangi","D",0,90,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1/10/2017",3,"During","CONT","Tangi","D",0,100,0,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,336.913748514497,72773.3696791315,0,0,0,0,0,0,0,0,72773.3696791315
"1/10/2017",3,"During","CONT","Tangi","D",0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1/10/2017",3,"During","CONT","Tangi","D",0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1/10/2017",3,"During","CONT","Tangi","D",0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1/10/2017",3,"During","CONT","Tangi","D",0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1/10/2017",3,"During","CONT","Tangi","D",0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1/10/2017",3,"During","CONT","Tangi","E",0,0,1792,360,0,0,0,0,0,0,0,0,0,536.364269153717,961164.770323462,0,0,0,0,336.913748514497,121288.949465219,0,0,0,0,0,0,0,0,1082453.71978868
"1/10/2017",3,"During","CONT","Tangi","E",0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1/10/2017",3,"During","CONT","Tangi","E",0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1/10/2017",3,"During","CONT","Tangi","E",0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1/10/2017",3,"During","CONT","Tangi","E",0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1/10/2017",3,"During","CONT","Tangi","E",0,50,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,336.913748514497,36386.6848395657,0,0,0,0,0,0,0,0,36386.6848395657
"1/10/2017",3,"During","CONT","Tangi","E",0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1/10/2017",3,"During","CONT","Tangi","E",0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1/10/2017",3,"During","CONT","Tangi","E",0,80,0,0,0,0,0,0,7.128,0,0,0,0,0,0,0,0,0,0,0,0,140.283045829943,999.937550675833,0,0,0,0,0,0,999.937550675833
"1/10/2017",3,"During","CONT","Tangi","E",0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1/10/2017",3,"During","CONT","Tangi","E",0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1/10/2017",3,"During","CONT","Tangi","E",0,110,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.5266144714778,705.798434144335,0,0,0,0,705.798434144335
"1/10/2017",3,"During","CONT","Tangi","E",0,120,0,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,336.913748514497,121288.949465219,0,0,0,0,0,0,0,0,121288.949465219
"1/10/2017",3,"During","CONT","Tangi","E",0,130,0,0,0,0,0,0,15.84,0,0,0,0,0,0,0,0,0,0,0,0,140.283045829943,2222.08344594629,0,0,0,0,0,0,2222.08344594629
"1/10/2017",3,"During","CONT","Tangi","E",0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1/10/2017",3,"During","CONT","Tangi","E",0,150,0,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,336.913748514497,60644.4747326095,0,0,0,0,0,0,0,0,60644.4747326095
"1/10/2017",3,"During","CONT","Tangi","F
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1/10/2017",3,"During","CONT","Tangi","F
",0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1/10/2017",3,"During","CONT","Tangi","F
",0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1/10/2017",3,"During","CONT","Tangi","F
",0,30,768,0,0,0,0,0,0,0,0,0,0,536.364269153717,411927.758710055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,411927.758710055
"1/10/2017",3,"During","CONT","Tangi","F
",0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1/10/2017",3,"During","CONT","Tangi","F
",0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1/10/2017",3,"During","CONT","Tangi","F
",0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1/10/2017",3,"During","CONT","Tangi","F
",0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1/10/2017",3,"During","CONT","Tangi","F
",0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1/10/2017",3,"During","CONT","Tangi","F
",0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1/10/2017",3,"During","CONT","Tangi","F
",0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1/10/2017",3,"During","CONT","Tangi","F
",0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1/10/2017",3,"During","CONT","Tangi","F
",0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1/10/2017",3,"During","CONT","Tangi","F
",0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1/10/2017",3,"During","CONT","Tangi","F
",0,140,0,720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,336.913748514497,242577.898930438,0,0,0,0,0,0,0,0,242577.898930438
"1/10/2017",3,"During","CONT","Tangi","F
",0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1/12/2017",3,"During","WPC","Jericho","A",0,0,0,0,0,0,128,0,0,0,0,0,0,0,0,0,0,152.548463371891,19526.203311602,0,0,0,0,0,0,0,0,0,0,19526.203311602
"1/12/2017",3,"During","WPC","Jericho","A",0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1/12/2017",3,"During","WPC","Jericho","A",0,20,0,0,0,0,0,1280,0,0,0,0,0,0,0,12.1465591594836,15547.595724139,0,0,0,0,0,0,0,0,0,0,0,0,15547.595724139
"1/12/2017",3,"During","WPC","Jericho","A",0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1/12/2017",3,"During","WPC","Jericho","A",0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1/12/2017",3,"During","WPC","Jericho","A",0,50,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1/12/2017",3,"During","WPC","Jericho","A",0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1/12/2017",3,"During","WPC","Jericho","A",0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1/12/2017",3,"During","WPC","Jericho","A",0,80,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,336.913748514497,12128.8949465219,0,0,0,0,0,0,0,0,12128.8949465219
"1/12/2017",3,"During","WPC","Jericho","A",0,90,0,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,336.913748514497,121288.949465219,0,0,0,0,0,0,0,0,121288.949465219
"1/12/2017",3,"During","WPC","Jericho","A",0,100,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1/12/2017",3,"During","WPC","Jericho","A",0,110,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.5266144714778,352.899217072167,0,0,0,0,352.899217072167
"1/12/2017",3,"During","WPC","Jericho","A",0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1/12/2017",3,"During","WPC","Jericho","A",0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1/12/2017",3,"During","WPC","Jericho","A",0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1/12/2017",3,"During","WPC","Jericho","A",0,150,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,336.913748514497,24257.7898930438,0,0,0,0,0,0,0,0,24257.7898930438
"1/12/2017",3,"During","WPC","Jericho","B",0,0,0,0,0,0,768,0,0,0,0,0,0,0,0,0,0,152.548463371891,117157.219869612,0,0,0,0,0,0,0,0,0,0,117157.219869612
"1/12/2017",3,"During","WPC","Jericho","B",0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1/12/2017",3,"During","WPC","Jericho","B",0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1/12/2017",3,"During","WPC","Jericho","B",0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1/12/2017",3,"During","WPC","Jericho","B",0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1/12/2017",3,"During","WPC","Jericho","B",0,50,0,0,0,0,128,0,0,0,0,0,0,0,0,0,0,152.548463371891,19526.203311602,0,0,0,0,0,0,0,0,0,0,19526.203311602
"1/12/2017",3,"During","WPC","Jericho","B",0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1/12/2017",3,"During","WPC","Jericho","B",0,70,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1/12/2017",3,"During","WPC","Jericho","B",0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1/12/2017",3,"During","WPC","Jericho","B",0,90,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1/12/2017",3,"During","WPC","Jericho","B",0,100,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1/12/2017",3,"During","WPC","Jericho","B",0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1/12/2017",3,"During","WPC","Jericho","B",0,120,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,336.913748514497,12128.8949465219,0,0,0,0,0,0,0,0,12128.8949465219
"1/12/2017",3,"During","WPC","Jericho","B",0,130,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,336.913748514497,36386.6848395657,0,0,0,0,0,0,0,0,36386.6848395657
"1/12/2017",3,"During","WPC","Jericho","B",0,140,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1/12/2017",3,"During","WPC","Jericho","B",0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1/12/2017",3,"During","WPC","Jericho","C
",0,0,0,0,0,0,0,640,0,0,0,0,0,0,0,12.1465591594836,7773.79786206948,0,0,0,0,0,0,0,0,0,0,0,0,7773.79786206948
"1/12/2017",3,"During","WPC","Jericho","C
",0,10,0,0,0,0,0,0,1.188,0,0,0,0,0,0,0,0,0,0,0,0,140.283045829943,166.656258445972,0,0,0,0,0,0,166.656258445972
"1/12/2017",3,"During","WPC","Jericho","C
",0,20,0,0,0,0,384,0,0,0,0,0,0,0,0,0,0,152.548463371891,58578.6099348061,0,0,0,0,0,0,0,0,0,0,58578.6099348061
"1/12/2017",3,"During","WPC","Jericho","C
",0,30,4096,0,0,0,0,0,0,0,0,0,0,536.364269153717,2196948.04645363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2196948.04645363
"1/12/2017",3,"During","WPC","Jericho","C
",0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1/12/2017",3,"During","WPC","Jericho","C
",0,50,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1/12/2017",3,"During","WPC","Jericho","C
",0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1/12/2017",3,"During","WPC","Jericho","C
",0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1/12/2017",3,"During","WPC","Jericho","C
",0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1/12/2017",3,"During","WPC","Jericho","C
",0,90,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.5266144714778,352.899217072167,0,0,0,0,352.899217072167
"1/12/2017",3,"During","WPC","Jericho","C
",0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1/12/2017",3,"During","WPC","Jericho","C
",0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1/12/2017",3,"During","WPC","Jericho","C
",0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1/12/2017",3,"During","WPC","Jericho","C
",0,130,0,0,82.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.5266144714778,1940.94569389692,0,0,0,0,1940.94569389692
"1/12/2017",3,"During","WPC","Jericho","C
",0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1/12/2017",3,"During","WPC","Jericho","C
",0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1/12/2017",3,"During","WPC","Jericho","D",0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,152.548463371891,4881.5508279005,0,0,0,0,0,0,0,0,0,0,4881.5508279005
"1/12/2017",3,"During","WPC","Jericho","D",0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1/12/2017",3,"During","WPC","Jericho","D",0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1/12/2017",3,"During","WPC","Jericho","D",0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1/12/2017",3,"During","WPC","Jericho","D",0,40,0,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,336.913748514497,97031.1595721753,0,0,0,0,0,0,0,0,97031.1595721753
"1/12/2017",3,"During","WPC","Jericho","D",0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1/12/2017",3,"During","WPC","Jericho","D",0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1/12/2017",3,"During","WPC","Jericho","D",0,70,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1/12/2017",3,"During","WPC","Jericho","D",0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1/12/2017",3,"During","WPC","Jericho","D",0,90,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1/12/2017",3,"During","WPC","Jericho","D",0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1/12/2017",3,"During","WPC","Jericho","D",0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1/12/2017",3,"During","WPC","Jericho","D",0,120,0,0,0,0,128,0,0,0,0,0,0,0,0,0,0,152.548463371891,19526.203311602,0,0,0,0,0,0,0,0,0,0,19526.203311602
"1/12/2017",3,"During","WPC","Jericho","D",0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1/12/2017",3,"During","WPC","Jericho","D",0,140,2560,0,0,0,128,0,0,0,0,0,0,536.364269153717,1373092.52903352,0,0,152.548463371891,19526.203311602,0,0,0,0,0,0,0,0,0,0,1392618.73234512
"1/12/2017",3,"During","WPC","Jericho","D",0,150,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1/12/2017",3,"During","WPC","Jericho","E",0,0,512,0,0,0,32,0,0,0,0,0,0,536.364269153717,274618.505806703,0,0,152.548463371891,4881.5508279005,0,0,0,0,0,0,0,0,0,0,279500.056634604
"1/12/2017",3,"During","WPC","Jericho","E",0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1/12/2017",3,"During","WPC","Jericho","E",0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1/12/2017",3,"During","WPC","Jericho","E",0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1/12/2017",3,"During","WPC","Jericho","E",0,40,0,0,0,0,128,0,0,0,0,0,0,0,0,0,0,152.548463371891,19526.203311602,0,0,0,0,0,0,0,0,0,0,19526.203311602
"1/12/2017",3,"During","WPC","Jericho","E",0,50,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1/12/2017",3,"During","WPC","Jericho","E",0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1/12/2017",3,"During","WPC","Jericho","E",0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1/12/2017",3,"During","WPC","Jericho","E",0,80,0,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,336.913748514497,60644.4747326095,0,0,0,0,0,0,0,0,60644.4747326095
"1/12/2017",3,"During","WPC","Jericho","E",0,90,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1/12/2017",3,"During","WPC","Jericho","E",0,100,0,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,336.913748514497,121288.949465219,0,0,0,0,0,0,0,0,121288.949465219
"1/12/2017",3,"During","WPC","Jericho","E",0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1/12/2017",3,"During","WPC","Jericho","E",0,120,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
